proveedor,centro_distribucion,laboratorio,cum,descripcion,precio_proveedor,principio_activo,precio_maximo_venta,circular_origen,ratio_precio_vs_regulado,diferencia_valor,diferencia_pct,motivo
DISFARMA,GIRON,PROCAPS,19987729-02,LEVOCETIRIZINA 2.5MG/5ML JBE C*1 FCO X 120ML (LEVOTREX FRUTOS ROJOS) - PROCAPS,15245,LEVOCETIRIZINA,,,,,,SIN_REGULACION_EN_BD
DISFARMA,CALI,ASTRAZENECA,19987776-06,ROSUVASTATINA 40MG TAB CX30 (CRESTOR) - ASTRAZENECA,419970,ROSUVASTATINA,,,,,,SIN_REGULACION_EN_BD
DISFARMA,GIRON,ASTRAZENECA,19987776-06,ROSUVASTATINA 40MG TAB CX30 (CRESTOR) - ASTRAZENECA,419970,ROSUVASTATINA,,,,,,SIN_REGULACION_EN_BD
DISFARMA,CALI,OFTALMOQUIMICA,19987850-01,BACITRACINA+DEXAMETASONA+POLIMIXINA B (50.000UI+0.1G+1.000.000UI)/G UNG OFT TUBX5G CX1 (ALTRACINE-A) - OFTALMOQUIMICA,109844,BACITRACINA+DEXAMETASONA+POLIMIXINA B,,,,,,SIN_REGULACION_EN_BD
DISFARMA,GIRON,OFTALMOQUIMICA,19987850-01,BACITRACINA+DEXAMETASONA+POLIMIXINA B (50.000UI+0.1G+1.000.000UI)/G UNG OFT TUBX5G CX1 (ALTRACINE-A) - OFTALMOQUIMICA,109844,BACITRACINA+DEXAMETASONA+POLIMIXINA B,,,,,,SIN_REGULACION_EN_BD
DISFARMA,GIRON,OFTALMOQUIMICA,19987851-01,POLIMIXINA SULFATO+TRIMETOPRIM (1UI+0.1G)/G UNG OFT TUBX5G CX1 (OQ-PLUS 0.1%+10.0%) - OFTALMOQUIMICA,70670,POLIMIXINA SULFATO+TRIMETOPRIM,,,,,,SIN_REGULACION_EN_BD
DISFARMA,BOGOTA,MERCK,19987943-01,LEVOTIROXINA SODICA 137MCG TAB CX50 (EUTIROX) - MERCK,39400,LEVOTIROXINA SODICA,,,,,,SIN_REGULACION_EN_BD
DISFARMA,CALI,MERCK,19987943-01,LEVOTIROXINA SODICA 137MCG TAB CX50 (EUTIROX) - MERCK,39400,LEVOTIROXINA SODICA,,,,,,SIN_REGULACION_EN_BD
DISFARMA,GIRON,MERCK,19987943-01,LEVOTIROXINA SODICA 137MCG TAB CX50 (EUTIROX) - MERCK,39400,LEVOTIROXINA SODICA,,,,,,SIN_REGULACION_EN_BD
DISFARMA,BOGOTA,MERCK,19987944-01,LEVOTIROXINA SODICA 112MCG TAB CX50 (EUTIROX) - MERCK,37000,LEVOTIROXINA SODICA,,,,,,SIN_REGULACION_EN_BD
DISFARMA,CALI,MERCK,19987944-01,LEVOTIROXINA SODICA 112MCG TAB CX50 (EUTIROX) - MERCK,37000,LEVOTIROXINA SODICA,,,,,,SIN_REGULACION_EN_BD
DISFARMA,GIRON,MERCK,19987944-01,LEVOTIROXINA SODICA 112MCG TAB CX50 (EUTIROX) - MERCK,37000,LEVOTIROXINA SODICA,,,,,,SIN_REGULACION_EN_BD
DISFARMA,BOGOTA,MERCK,19987947-08,LEVOTIROXINA SODICA 88MCG TAB CX50 (EUTIROX) - MERCK,29900,LEVOTIROXINA SODICA,,,,,,SIN_REGULACION_EN_BD
DISFARMA,CALI,MERCK,19987947-08,LEVOTIROXINA SODICA 88MCG TAB CX50 (EUTIROX) - MERCK,29900,LEVOTIROXINA SODICA,,,,,,SIN_REGULACION_EN_BD
DISFARMA,GIRON,MERCK,19987947-08,LEVOTIROXINA SODICA 88MCG TAB CX50 (EUTIROX) - MERCK,29900,LEVOTIROXINA SODICA,,,,,,SIN_REGULACION_EN_BD
DISFARMA,BOGOTA,PROCAPS,19988249-04,VITAMINA C 500MG CAP LIB PRO CX30 (LEMOVIT C) - PROCAPS,21390,VITAMINA C,,,,,,SIN_REGULACION_EN_BD
DISFARMA,CALI,PROCAPS,19988249-04,VITAMINA C 500MG CAP LIB PRO CX30 (LEMOVIT C) - PROCAPS,21390,VITAMINA C,,,,,,SIN_REGULACION_EN_BD
DISFARMA,GIRON,PROCAPS,19988249-04,VITAMINA C 500MG CAP LIB PRO CX30 (LEMOVIT C) - PROCAPS,21390,VITAMINA C,,,,,,SIN_REGULACION_EN_BD
DISFARMA,CALI,TECNOFAR TQ,19988404-01,BETAMETASONA 0.1G/100G (0.1%) CREM TOP TUBX20G CX1 - TECNOFAR TQ,5604,BETAMETASONA,,,,,,SIN_REGULACION_EN_BD
DISFARMA,BOGOTA,MSD,19988423-01,RALTEGRAVIR 400MG TAB FCOX60 (ISENTRESS) - MSD,646200,RALTEGRAVIR,,,,,,SIN_REGULACION_EN_BD
DISFARMA,CALI,MSD,19988423-01,RALTEGRAVIR 400MG TAB FCOX60 (ISENTRESS) - MSD,646200,RALTEGRAVIR,,,,,,SIN_REGULACION_EN_BD
DISFARMA,BOGOTA,NOVARTIS,19988550-04,VILDAGLIPTINA 50MG TAB CX28 (GALVUS) - NOVARTIS,27972,VILDAGLIPTINA,,,,,,SIN_REGULACION_EN_BD
DISFARMA,CALI,NOVARTIS,19988550-04,VILDAGLIPTINA 50MG TAB CX28 (GALVUS) - NOVARTIS,27972,VILDAGLIPTINA,,,,,,SIN_REGULACION_EN_BD
DISFARMA,GIRON,NOVARTIS,19988550-04,VILDAGLIPTINA 50MG TAB CX28 (GALVUS) - NOVARTIS,27972,VILDAGLIPTINA,,,,,,SIN_REGULACION_EN_BD
DISFARMA,GIRON,NOVARTIS,19988550-05,VILDAGLIPTINA 50MG TAB CX56 (GALVUS) - NOVARTIS,55944,VILDAGLIPTINA,,,,,,SIN_REGULACION_EN_BD
DISFARMA,BOGOTA,NOVAMED,19988817-05,LORATADINA+NOSCAPINA+SALBUTAMOL (5MG+2.5MG+2MG)/ML JBE C*1 FCO X 120ML (NEUMOLEX) - NOVAMED,26561,LORATADINA+NOSCAPINA+SALBUTAMOL,,,,,,SIN_REGULACION_EN_BD
DISFARMA,CALI,NOVAMED,19988817-05,LORATADINA+NOSCAPINA+SALBUTAMOL (5MG+2.5MG+2MG)/ML JBE C*1 FCO X 120ML (NEUMOLEX) - NOVAMED,26561,LORATADINA+NOSCAPINA+SALBUTAMOL,,,,,,SIN_REGULACION_EN_BD
DISFARMA,GIRON,NOVAMED,19988817-05,LORATADINA+NOSCAPINA+SALBUTAMOL (5MG+2.5MG+2MG)/ML JBE C*1 FCO X 120ML (NEUMOLEX) - NOVAMED,26561,LORATADINA+NOSCAPINA+SALBUTAMOL,,,,,,SIN_REGULACION_EN_BD
DISFARMA,BOGOTA,COLMED,19988939-04,GENTAMICINA 80MG/2ML SOL INY AMPX2ML CX10 - COLMED,5700,GENTAMICINA,,,,,,SIN_REGULACION_EN_BD
DISFARMA,GIRON,COLMED,19988939-04,GENTAMICINA 80MG/2ML SOL INY AMPX2ML CX10 - COLMED,5700,GENTAMICINA,,,,,,SIN_REGULACION_EN_BD
DISFARMA,BOGOTA,BUSSIE,19988981-07,ARIPIPRAZOL 15MG TAB CX30 (ARIPRAZOL) - BUSSIE,6690,ARIPIPRAZOL,,,,,,SIN_REGULACION_EN_BD
DISFARMA,CALI,BUSSIE,19988981-07,ARIPIPRAZOL 15MG TAB CX30 (ARIPRAZOL) - BUSSIE,6690,ARIPIPRAZOL,,,,,,SIN_REGULACION_EN_BD
DISFARMA,GIRON,BUSSIE,19988981-07,ARIPIPRAZOL 15MG TAB CX30 (ARIPRAZOL) - BUSSIE,6690,ARIPIPRAZOL,,,,,,SIN_REGULACION_EN_BD
DISFARMA,GIRON,GENFAR,19989033-03,LANSOPRAZOL 30MG CAP LIB RET CX14 - GENFAR,3332,LANSOPRAZOL,,,,,,SIN_REGULACION_EN_BD
DISFARMA,BOGOTA,GLAXOSMITHKLINE,19989116-01,MARAVIROC 150MG C*60 TAB (CELSENTRI) - GLAXOSMITHKLINE,1452000,MARAVIROC,,,,,,SIN_REGULACION_EN_BD
DISFARMA,BOGOTA,PROCAPS,19989500-03,CITRATO DE CALCIO+VITAMINA D3 (1500MG) EQ.315MG+200UI TAB CX30 (CITRAGEL) - PROCAPS,19202,CITRATO DE CALCIO+VITAMINA D3,,,,,,SIN_REGULACION_EN_BD
DISFARMA,CALI,PROCAPS,19989500-03,CITRATO DE CALCIO+VITAMINA D3 (1500MG) EQ.315MG+200UI TAB CX30 (CITRAGEL) - PROCAPS,19202,CITRATO DE CALCIO+VITAMINA D3,,,,,,SIN_REGULACION_EN_BD
DISFARMA,GIRON,PROCAPS,19989500-03,CITRATO DE CALCIO+VITAMINA D3 (1500MG) EQ.315MG+200UI TAB CX30 (CITRAGEL) - PROCAPS,19202,CITRATO DE CALCIO+VITAMINA D3,,,,,,SIN_REGULACION_EN_BD
DISFARMA,BOGOTA,PROCAPS,19989500-05,CITRATO DE CALCIO+VITAMINA D3 (1500MG) EQ.315MG+200UI C*90 TAB (CITRAGEL) - PROCAPS,57690,CITRATO DE CALCIO+VITAMINA D3,,,,,,SIN_REGULACION_EN_BD
DISFARMA,CALI,PROCAPS,19989500-05,CITRATO DE CALCIO+VITAMINA D3 (1500MG) EQ.315MG+200UI C*90 TAB (CITRAGEL) - PROCAPS,57690,CITRATO DE CALCIO+VITAMINA D3,,,,,,SIN_REGULACION_EN_BD
DISFARMA,GIRON,PROCAPS,19989500-05,CITRATO DE CALCIO+VITAMINA D3 (1500MG) EQ.315MG+200UI C*90 TAB (CITRAGEL) - PROCAPS,57690,CITRATO DE CALCIO+VITAMINA D3,,,,,,SIN_REGULACION_EN_BD
DISFARMA,BOGOTA,TECNOQUIMICAS,19990030-03,HIDROXIPROPILMETILCELULOSA 3MG/ML (0.3%) SOL OFT GTS FCOX15ML CX1 (HIPROLUB) - TECNOQUIMICAS,13700,HIDROXIPROPILMETILCELULOSA,,,,,,SIN_REGULACION_EN_BD
DISFARMA,CALI,TECNOQUIMICAS,19990030-03,HIDROXIPROPILMETILCELULOSA 3MG/ML (0.3%) SOL OFT GTS FCOX15ML CX1 (HIPROLUB) - TECNOQUIMICAS,13700,HIDROXIPROPILMETILCELULOSA,,,,,,SIN_REGULACION_EN_BD
DISFARMA,GIRON,TECNOQUIMICAS,19990030-03,HIDROXIPROPILMETILCELULOSA 3MG/ML (0.3%) SOL OFT GTS FCOX15ML CX1 (HIPROLUB) - TECNOQUIMICAS,13700,HIDROXIPROPILMETILCELULOSA,,,,,,SIN_REGULACION_EN_BD
DISFARMA,BOGOTA,BUSSIE,19990096-02,TIOCOLCHICOSIDO 4MG C*20 TAB (TIOCOLSID) - BUSSIE,41980,TIOCOLCHICOSIDO,,,,,,SIN_REGULACION_EN_BD
DISFARMA,CALI,BUSSIE,19990096-02,TIOCOLCHICOSIDO 4MG C*20 TAB (TIOCOLSID) - BUSSIE,41980,TIOCOLCHICOSIDO,,,,,,SIN_REGULACION_EN_BD
DISFARMA,GIRON,BUSSIE,19990096-02,TIOCOLCHICOSIDO 4MG C*20 TAB (TIOCOLSID) - BUSSIE,41980,TIOCOLCHICOSIDO,,,,,,SIN_REGULACION_EN_BD
DISFARMA,GIRON,ECAR,19990386-04,ACETATO DE ZINC+PRAMOXINA (0.1G+1G)/100G LOC TOP FCOX100ML (DEMICLEAR) - ECAR,6625,ACETATO DE ZINC+PRAMOXINA,,,,,,SIN_REGULACION_EN_BD
DISFARMA,BOGOTA,MEGALABS,19990584-05,MOSAPRIDA 5MG TAB CX30 (GASPRID M) - MEGALABS,10050,MOSAPRIDA,,,,,,SIN_REGULACION_EN_BD
DISFARMA,CALI,MEGALABS,19990584-05,MOSAPRIDA 5MG TAB CX30 (GASPRID M) - MEGALABS,10050,MOSAPRIDA,,,,,,SIN_REGULACION_EN_BD
DISFARMA,GIRON,MEGALABS,19990584-05,MOSAPRIDA 5MG TAB CX30 (GASPRID M) - MEGALABS,10050,MOSAPRIDA,,,,,,SIN_REGULACION_EN_BD
DISFARMA,CALI,VITALIS,19990588-10,FENITOINA SODICA 250MG/5ML SOL INY AMPX5ML CX100 - VITALIS,165400,FENITOINA SODICA,,,,,,SIN_REGULACION_EN_BD
DISFARMA,GIRON,VITALIS,19990588-10,FENITOINA SODICA 250MG/5ML SOL INY AMPX5ML CX100 - VITALIS,165400,FENITOINA SODICA,,,,,,SIN_REGULACION_EN_BD
DISFARMA,CALI,MEGALABS,19991802-05,FEXOFENADINA 120MG TAB CX1000 (FENTRADOL) - MEGALABS,479000,FEXOFENADINA,,,,,,SIN_REGULACION_EN_BD
DISFARMA,BOGOTA,MEGALABS,19991803-08,FEXOFENADINA 180MG TAB CX1000 (FENTRADOL) - MEGALABS,532000,FEXOFENADINA,,,,,,SIN_REGULACION_EN_BD
DISFARMA,CALI,MEGALABS,19991803-08,FEXOFENADINA 180MG TAB CX1000 (FENTRADOL) - MEGALABS,532000,FEXOFENADINA,,,,,,SIN_REGULACION_EN_BD
DISFARMA,GIRON,MEGALABS,19991803-08,FEXOFENADINA 180MG TAB CX1000 (FENTRADOL) - MEGALABS,532000,FEXOFENADINA,,,,,,SIN_REGULACION_EN_BD
DISFARMA,GIRON,BUSSIE,19991912-04,ROSUVASTATINA 10MG CX30 TAB (REX) - BUSSIE,4020,ROSUVASTATINA,,,,,,SIN_REGULACION_EN_BD
DISFARMA,BOGOTA,TECNOQUIMICAS,19992272-14,ACETAMINOFEN+CAFEINA 500MG+65MG TAB CX90 (FORTE) - TECNOQUIMICAS,49500,ACETAMINOFEN+CAFEINA,,,,,,SIN_REGULACION_EN_BD
DISFARMA,CALI,TECNOQUIMICAS,19992272-14,ACETAMINOFEN+CAFEINA 500MG+65MG TAB CX90 (FORTE) - TECNOQUIMICAS,49500,ACETAMINOFEN+CAFEINA,,,,,,SIN_REGULACION_EN_BD
DISFARMA,GIRON,TECNOQUIMICAS,19992272-14,ACETAMINOFEN+CAFEINA 500MG+65MG TAB CX90 (FORTE) - TECNOQUIMICAS,49500,ACETAMINOFEN+CAFEINA,,,,,,SIN_REGULACION_EN_BD
DISFARMA,BOGOTA,ECAR,19992435-07,CETIRIZINA 10MG TAB CX400 - ECAR,18000,CETIRIZINA,,,,,,SIN_REGULACION_EN_BD
DISFARMA,CALI,ECAR,19992435-07,CETIRIZINA 10MG TAB CX400 - ECAR,18000,CETIRIZINA,,,,,,SIN_REGULACION_EN_BD
DISFARMA,BOGOTA,ECAR,19992435-09,CETIRIZINA 10MG TAB CX1000 - ECAR,45000,CETIRIZINA,,,,,,SIN_REGULACION_EN_BD
DISFARMA,CALI,ECAR,19992435-09,CETIRIZINA 10MG TAB CX1000 - ECAR,45000,CETIRIZINA,,,,,,SIN_REGULACION_EN_BD
DISFARMA,GIRON,ECAR,19992435-09,CETIRIZINA 10MG TAB CX1000 - ECAR,45000,CETIRIZINA,,,,,,SIN_REGULACION_EN_BD
DISFARMA,BOGOTA,MERCK,19992452-08,LEVOTIROXINA SODICA 150MCG TAB CX50 (EUTIROX) - MERCK,11500,LEVOTIROXINA SODICA,,,,,,SIN_REGULACION_EN_BD
DISFARMA,CALI,MERCK,19992452-08,LEVOTIROXINA SODICA 150MCG TAB CX50 (EUTIROX) - MERCK,11500,LEVOTIROXINA SODICA,,,,,,SIN_REGULACION_EN_BD
DISFARMA,GIRON,MERCK,19992452-08,LEVOTIROXINA SODICA 150MCG TAB CX50 (EUTIROX) - MERCK,11500,LEVOTIROXINA SODICA,,,,,,SIN_REGULACION_EN_BD
DISFARMA,BOGOTA,SOPHIA,19992554-01,BRIMONIDINA+DORZOLAMIDA+TIMOLOL (2MG+20MG+5MG)/ML (0.2%+2%+0.5%) SOL OFT GTS FCOX5ML CX1 (KRYTANTEK OFTENO) - SOPHIA,41200,BRIMONIDINA+DORZOLAMIDA+TIMOLOL,,,,,,SIN_REGULACION_EN_BD
DISFARMA,CALI,SOPHIA,19992554-01,BRIMONIDINA+DORZOLAMIDA+TIMOLOL (2MG+20MG+5MG)/ML (0.2%+2%+0.5%) SOL OFT GTS FCOX5ML CX1 (KRYTANTEK OFTENO) - SOPHIA,41200,BRIMONIDINA+DORZOLAMIDA+TIMOLOL,,,,,,SIN_REGULACION_EN_BD
DISFARMA,GIRON,SOPHIA,19992554-01,BRIMONIDINA+DORZOLAMIDA+TIMOLOL (2MG+20MG+5MG)/ML (0.2%+2%+0.5%) SOL OFT GTS FCOX5ML CX1 (KRYTANTEK OFTENO) - SOPHIA,41200,BRIMONIDINA+DORZOLAMIDA+TIMOLOL,,,,,,SIN_REGULACION_EN_BD
DISFARMA,CALI,LEGRAND,19992617-04,CEFPODOXIME PROXETIL 40MG/5ML SUSP ORL FCOX100ML CX1 (DOXCEF) - LEGRAND,39269,CEFPODOXIME PROXETIL,,,,,,SIN_REGULACION_EN_BD
DISFARMA,GIRON,LEGRAND,19992617-04,CEFPODOXIME PROXETIL 40MG/5ML SUSP ORL FCOX100ML CX1 (DOXCEF) - LEGRAND,39269,CEFPODOXIME PROXETIL,,,,,,SIN_REGULACION_EN_BD
DISFARMA,BOGOTA,BLASKOV,19992654-01,DIPIRONA SODICA+N-BUTIL BROMURO DE HIOSCINA (2.5G+20MG)/5ML SOL INY AMPX5ML CX5 (ESPASMOKOV COMPUESTO) - BLASKOV,10100,DIPIRONA SODICA+N-BUTIL BROMURO DE HIOSCINA,,,,,,SIN_REGULACION_EN_BD
DISFARMA,BOGOTA,BLASKOV,19992655-01,DORZOLAMIDA+TIMOLOL (20MG+5MG)/ML (2%+0.5%) SOL OFT GTS FCOX5ML CX1 (DORPRETIM) - BLASKOV,8577,DORZOLAMIDA+TIMOLOL,,,,,,SIN_REGULACION_EN_BD
DISFARMA,GIRON,BLASKOV,19992655-01,DORZOLAMIDA+TIMOLOL (20MG+5MG)/ML (2%+0.5%) SOL OFT GTS FCOX5ML CX1 (DORPRETIM) - BLASKOV,8577,DORZOLAMIDA+TIMOLOL,,,,,,SIN_REGULACION_EN_BD
DISFARMA,BOGOTA,LAFRANCOL,19992892-03,CETIRIZINA 10MG TAB MAST CX10 (CETIRAX) - LAFRANCOL,52200,CETIRIZINA,,,,,,SIN_REGULACION_EN_BD
DISFARMA,BOGOTA,TECNOQUIMICAS,19992898-05,AMOXICILINA 125MG/5ML POL SUSP ORL FCOX45ML CX1 - TECNOQUIMICAS,4652,AMOXICILINA,,,,,,SIN_REGULACION_EN_BD
DISFARMA,CALI,TECNOQUIMICAS,19992898-05,AMOXICILINA 125MG/5ML POL SUSP ORL FCOX45ML CX1 - TECNOQUIMICAS,4652,AMOXICILINA,,,,,,SIN_REGULACION_EN_BD
DISFARMA,GIRON,TECNOQUIMICAS,19992898-05,AMOXICILINA 125MG/5ML POL SUSP ORL FCOX45ML CX1 - TECNOQUIMICAS,4652,AMOXICILINA,,,,,,SIN_REGULACION_EN_BD
DISFARMA,BOGOTA,AMERICAN GENERICS,19992938-12,ACETAMINOFEN+CAFEINA+NAPROXENO 250MG+65MG+220MG TAB CX48 (MOVIDOL) - AMERICAN GENERICS,57600,ACETAMINOFEN+CAFEINA+NAPROXENO,,,,,,SIN_REGULACION_EN_BD
DISFARMA,CALI,AMERICAN GENERICS,19992938-12,ACETAMINOFEN+CAFEINA+NAPROXENO 250MG+65MG+220MG TAB CX48 (MOVIDOL) - AMERICAN GENERICS,57600,ACETAMINOFEN+CAFEINA+NAPROXENO,,,,,,SIN_REGULACION_EN_BD
DISFARMA,GIRON,AMERICAN GENERICS,19992938-12,ACETAMINOFEN+CAFEINA+NAPROXENO 250MG+65MG+220MG TAB CX48 (MOVIDOL) - AMERICAN GENERICS,57600,ACETAMINOFEN+CAFEINA+NAPROXENO,,,,,,SIN_REGULACION_EN_BD
DISFARMA,CALI,LEGRAND,19992953-08,CEFPODOXIME PROXETIL 100MG TAB CX20 (DOXCEF) - LEGRAND,85100,CEFPODOXIME PROXETIL,,,,,,SIN_REGULACION_EN_BD
DISFARMA,GIRON,LEGRAND,19992953-08,CEFPODOXIME PROXETIL 100MG TAB CX20 (DOXCEF) - LEGRAND,85100,CEFPODOXIME PROXETIL,,,,,,SIN_REGULACION_EN_BD
DISFARMA,BOGOTA,VON HALLER,19993003-02,GENTAMICINA 0.1G/100G CREM TOP C*1 TUB X 40G (GENTACREM) - VON HALLER,6459,GENTAMICINA,,,,,,SIN_REGULACION_EN_BD
DISFARMA,CALI,VON HALLER,19993003-02,GENTAMICINA 0.1G/100G CREM TOP C*1 TUB X 40G (GENTACREM) - VON HALLER,6459,GENTAMICINA,,,,,,SIN_REGULACION_EN_BD
DISFARMA,GIRON,VON HALLER,19993003-02,GENTAMICINA 0.1G/100G CREM TOP C*1 TUB X 40G (GENTACREM) - VON HALLER,6459,GENTAMICINA,,,,,,SIN_REGULACION_EN_BD
DISFARMA,BOGOTA,PROCAPS,19993029-04,DIPIRONA SODICA 2.5G/5ML SOL INY AMPX5ML CX100 - PROCAPS,101000,DIPIRONA SODICA,,,,,,SIN_REGULACION_EN_BD
DISFARMA,CALI,PROCAPS,19993029-04,DIPIRONA SODICA 2.5G/5ML SOL INY AMPX5ML CX100 - PROCAPS,101000,DIPIRONA SODICA,,,,,,SIN_REGULACION_EN_BD
DISFARMA,BOGOTA,AUROBINDO,19993042-02,CEFALOTINA 1G POL INY VIAL CX50 - AUROBINDO,107200,CEFALOTINA,,,,,,SIN_REGULACION_EN_BD
DISFARMA,BOGOTA,COLMED,19993050-02,CIANOCOBALAMINA (B12) + PIRIDOXINA (B6) + TIAMINA (B1) (1MG+100MG+100MG)/2ML SOL INY AMPX2ML CX3 (COMPLEJO B) - COLMED,6771,CIANOCOBALAMINA (B12) + PIRIDOXINA (B6) + TIAMINA (B1),,,,,,SIN_REGULACION_EN_BD
DISFARMA,CALI,COLMED,19993050-02,CIANOCOBALAMINA (B12) + PIRIDOXINA (B6) + TIAMINA (B1) (1MG+100MG+100MG)/2ML SOL INY AMPX2ML CX3 (COMPLEJO B) - COLMED,6771,CIANOCOBALAMINA (B12) + PIRIDOXINA (B6) + TIAMINA (B1),,,,,,SIN_REGULACION_EN_BD
DISFARMA,GIRON,COLMED,19993050-02,CIANOCOBALAMINA (B12) + PIRIDOXINA (B6) + TIAMINA (B1) (1MG+100MG+100MG)/2ML SOL INY AMPX2ML CX3 (COMPLEJO B) - COLMED,6771,CIANOCOBALAMINA (B12) + PIRIDOXINA (B6) + TIAMINA (B1),,,,,,SIN_REGULACION_EN_BD
DISFARMA,BOGOTA,SERES,19993055-01,ACETAMINOFEN+CETIRIZINA+FENILEFRINA 500MG+5MG+5MG TAB CX100 (GRIPOFEN PLUS) - SERES,70000,ACETAMINOFEN+CETIRIZINA+FENILEFRINA,,,,,,SIN_REGULACION_EN_BD
DISFARMA,CALI,SERES,19993055-01,ACETAMINOFEN+CETIRIZINA+FENILEFRINA 500MG+5MG+5MG TAB CX100 (GRIPOFEN PLUS) - SERES,70000,ACETAMINOFEN+CETIRIZINA+FENILEFRINA,,,,,,SIN_REGULACION_EN_BD
DISFARMA,GIRON,SERES,19993055-01,ACETAMINOFEN+CETIRIZINA+FENILEFRINA 500MG+5MG+5MG TAB CX100 (GRIPOFEN PLUS) - SERES,70000,ACETAMINOFEN+CETIRIZINA+FENILEFRINA,,,,,,SIN_REGULACION_EN_BD
DISFARMA,BOGOTA,IPCA,19993286-01,ACECLOFENACO 100MG TAB CX10 (ZERODOL) - IPCA,14900,ACECLOFENACO,,,,,,SIN_REGULACION_EN_BD
DISFARMA,CALI,IPCA,19993286-01,ACECLOFENACO 100MG TAB CX10 (ZERODOL) - IPCA,14900,ACECLOFENACO,,,,,,SIN_REGULACION_EN_BD
DISFARMA,GIRON,IPCA,19993286-01,ACECLOFENACO 100MG TAB CX10 (ZERODOL) - IPCA,14900,ACECLOFENACO,,,,,,SIN_REGULACION_EN_BD
DISFARMA,BOGOTA,BIOQUIFAR,19993382-01,AZITROMICINA 200MG/5ML POL SUSP ORL FCOX15ML (AZTROBAC) - BIOQUIFAR,5001,AZITROMICINA,,,,,,SIN_REGULACION_EN_BD
DISFARMA,CALI,BIOQUIFAR,19993382-01,AZITROMICINA 200MG/5ML POL SUSP ORL FCOX15ML (AZTROBAC) - BIOQUIFAR,5001,AZITROMICINA,,,,,,SIN_REGULACION_EN_BD
DISFARMA,GIRON,BIOQUIFAR,19993382-01,AZITROMICINA 200MG/5ML POL SUSP ORL FCOX15ML (AZTROBAC) - BIOQUIFAR,5001,AZITROMICINA,,,,,,SIN_REGULACION_EN_BD
DISFARMA,BOGOTA,FARMACEUTICA PARAGUAYA,19993409-09,ATORVASTATINA+EZETIMIBA 10MG+10MG TAB CX30 (COLMIBE) - FARMACEUTICA PARAGUAYA,21960,ATORVASTATINA+EZETIMIBA,,,,,,SIN_REGULACION_EN_BD
DISFARMA,CALI,FARMACEUTICA PARAGUAYA,19993409-09,ATORVASTATINA+EZETIMIBA 10MG+10MG TAB CX30 (COLMIBE) - FARMACEUTICA PARAGUAYA,21960,ATORVASTATINA+EZETIMIBA,,,,,,SIN_REGULACION_EN_BD
DISFARMA,GIRON,FARMACEUTICA PARAGUAYA,19993409-09,ATORVASTATINA+EZETIMIBA 10MG+10MG TAB CX30 (COLMIBE) - FARMACEUTICA PARAGUAYA,21960,ATORVASTATINA+EZETIMIBA,,,,,,SIN_REGULACION_EN_BD
DISFARMA,BOGOTA,FARMACEUTICA PARAGUAYA,19993410-09,ATORVASTATINA+EZETIMIBE 20MG+10MG TAB CX30 (COLMIBE) - FARMACEUTICA PARAGUAYA,20100,ATORVASTATINA+EZETIMIBE,,,,,,SIN_REGULACION_EN_BD
DISFARMA,CALI,FARMACEUTICA PARAGUAYA,19993410-09,ATORVASTATINA+EZETIMIBE 20MG+10MG TAB CX30 (COLMIBE) - FARMACEUTICA PARAGUAYA,20100,ATORVASTATINA+EZETIMIBE,,,,,,SIN_REGULACION_EN_BD
DISFARMA,GIRON,FARMACEUTICA PARAGUAYA,19993410-09,ATORVASTATINA+EZETIMIBE 20MG+10MG TAB CX30 (COLMIBE) - FARMACEUTICA PARAGUAYA,20100,ATORVASTATINA+EZETIMIBE,,,,,,SIN_REGULACION_EN_BD
DISFARMA,BOGOTA,PROCTER & GAMBLE,19993599-04,PIRIDOXINA+TIAMINA 100MG+150MG TAB CX30 (NEUROBION) - PROCTER & GAMBLE,54000,PIRIDOXINA+TIAMINA,,,,,,SIN_REGULACION_EN_BD
DISFARMA,CALI,PROCTER & GAMBLE,19993599-04,PIRIDOXINA+TIAMINA 100MG+150MG TAB CX30 (NEUROBION) - PROCTER & GAMBLE,54000,PIRIDOXINA+TIAMINA,,,,,,SIN_REGULACION_EN_BD
DISFARMA,GIRON,PROCTER & GAMBLE,19993599-04,PIRIDOXINA+TIAMINA 100MG+150MG TAB CX30 (NEUROBION) - PROCTER & GAMBLE,54000,PIRIDOXINA+TIAMINA,,,,,,SIN_REGULACION_EN_BD
DISFARMA,BOGOTA,GENFAR,19993674-01,SECNIDAZOL 1G TAB CX2 - GENFAR,2960,SECNIDAZOL,,,,,,SIN_REGULACION_EN_BD
DISFARMA,CALI,GENFAR,19993674-01,SECNIDAZOL 1G TAB CX2 - GENFAR,2960,SECNIDAZOL,,,,,,SIN_REGULACION_EN_BD
DISFARMA,GIRON,GENFAR,19993674-01,SECNIDAZOL 1G TAB CX2 - GENFAR,2960,SECNIDAZOL,,,,,,SIN_REGULACION_EN_BD
DISFARMA,BOGOTA,OPELLA HEALTHCARE,19993712-01,DEXTROMETORFANO 0.2G/100ML JBE FCOX120ML CX1 (BISOLVON TS) - OPELLA HEALTHCARE,40200,DEXTROMETORFANO,,,,,,SIN_REGULACION_EN_BD
